#co2, lat, lon, sst, sst-ave, sss, mld, chl, year, month
310.846, 52.5, -20.5, 6.59, 1.43548, 35.4043, 30.8, 0, 2014, 6
304.935, 52.5, -19.5, 6.35, 1.13929, 35.4283, 30.8, 0, 2014, 6
302.022, 52.5, -18.5, 6.31, 1.01699, 35.4449, 30.7, 0, 2014, 6
310.16, 52.5, -17.5, 6.36, 0.966921, 35.4546, 30.2, 0, 2014, 6
310.862, 53.5, -17.5, 6.27, 1.03596, 35.4196, 31.6, 0, 2014, 6
310.998, 53.5, -15.5, 6.23, 0.782082, 35.4268, 28.7, 0, 2014, 6
313.67, 53.5, -14.5, 6.22, 0.739519, 35.4195, 26.1, 0, 2014, 6
314.472, 54.5, -14.5, 6.02, 0.781667, 35.4002, 26.8, 0, 2014, 6
312.162, 54.5, -13.5, 6.01, 0.768395, 35.3901, 24.3, 0, 2014, 6
312.053, 54.5, -12.5, 6.05, 0.789711, 35.3685, 22, 0, 2014, 6
317.36, 48.5, -48.5, 16.97, 9.40711, 32.5165, 8.7, 0, 2014, 8
307.955, 48.5, -47.5, 16.54, 9.23179, 32.7635, 10, 0, 2014, 8
306.846, 48.5, -46.5, 16.08, 9.13202, 33.0017, 10.5, 0, 2014, 8
305.786, 49.5, -46.5, 15.46, 8.83897, 33.3434, 11.3, 0, 2014, 8
309.182, 49.5, -45.5, 15.15, 8.91654, 33.5347, 12.3, 0, 2014, 8
317.755, 49.5, -44.5, 15.26, 9.19449, 33.7127, 13.6, 0, 2014, 8
317.035, 49.5, -43.5, 15.67, 9.6193, 33.8889, 15.4, 0, 2014, 8
318.657, 50.5, -43.5, 15.12, 9.60189, 34.1011, 18.7, 0, 2014, 8
314.566, 50.5, -42.5, 15.54, 10.1011, 34.2119, 20.5, 0, 2014, 8
304.534, 50.5, -41.5, 16.09, 10.5128, 34.328, 21.3, 0, 2014, 8
299.891, 50.5, -40.5, 17.17, 11.2144, 34.4446, 21.9, 0, 2014, 8
296.638, 51.5, -40.5, 17.53, 11.9471, 34.4675, 22.7, 0, 2014, 8
300.019, 51.5, -39.5, 18.59, 12.5563, 34.5319, 22.7, 0, 2014, 8
296.287, 51.5, -38.5, 18.54, 12.5315, 34.5907, 22.5, 0, 2014, 8
299.571, 51.5, -37.5, 16.3, 11.2602, 34.6387, 22.4, 0, 2014, 8
292.051, 52.5, -37.5, 15.72, 11.5395, 34.6004, 22.8, 0, 2014, 8
287.746, 52.5, -36.5, 14.85, 10.7721, 34.6329, 22.8, 0, 2014, 8
294.342, 52.5, -35.5, 14.65, 10.4111, 34.6619, 22.8, 0, 2014, 8
291.601, 52.5, -34.5, 13.97, 9.58151, 34.6903, 23, 0, 2014, 8
292.553, 52.5, -33.5, 13.48, 8.97199, 34.7205, 23.3, 0, 2014, 8
311.285, 48.5, -27.5, 10.56, 5.97997, 35.4721, 32.5, 0, 2014, 9
309.263, 48.5, -26.5, 10.42, 5.84282, 35.4951, 32.9, 0, 2014, 9
311.986, 48.5, -25.5, 10.76, 6.03045, 35.5159, 33, 0, 2014, 9
317.438, 48.5, -24.5, 11.19, 6.29567, 35.5369, 33, 0, 2014, 9
318.313, 48.5, -23.5, 11.11, 6.1708, 35.5581, 32.9, 0, 2014, 9
306.312, 48.5, -22.5, 11.5, 6.40225, 35.5785, 32.6, 0, 2014, 9
306.646, 49.5, -22.5, 10.99, 6.11728, 35.4859, 33.8, 0, 2014, 9
313.513, 49.5, -21.5, 11.37, 6.29247, 35.5138, 33.4, 0, 2014, 9
315.853, 49.5, -20.5, 11.68, 6.39647, 35.5389, 33.1, 0, 2014, 9
307.186, 49.5, -19.5, 11.9, 6.47336, 35.5592, 32.9, 0, 2014, 9
310.236, 49.5, -18.5, 12.15, 6.61452, 35.573, 32.8, 0, 2014, 9
309.754, 49.5, -17.5, 12.41, 6.78897, 35.5744, 32.6, 0, 2014, 9
317.417, 50.5, -17.5, 12.16, 6.60109, 35.5147, 33.5, 0, 2014, 9
314.029, 50.5, -16.5, 12.41, 6.76279, 35.5182, 33.2, 0, 2014, 9
310.845, 50.5, -15.5, 12.72, 6.96263, 35.5128, 32.8, 0, 2014, 9
311.119, 50.5, -14.5, 12.62, 6.80808, 35.498, 32.2, 0, 2014, 9
307.556, 50.5, -13.5, 12.39, 6.54548, 35.4723, 31.3, 0, 2014, 9
306.736, 50.5, -12.5, 12.13, 6.24279, 35.4356, 30.1, 0, 2014, 9
309.977, 50.5, -11.5, 11.97, 6.00657, 35.3876, 27.4, 0, 2014, 9
308.173, 51.5, -11.5, 11.66, 5.76205, 35.3277, 27.8, 0, 2014, 9
314.569, 45.5, -48.5, 13.05, 4.43891, 32.5588, 18.9, 0, 2014, 10
305.088, 46.5, -46.5, 12.11, 4.50663, 33.0852, 23.3, 0, 2014, 10
300.715, 46.5, -45.5, 11.93, 4.6817, 33.3888, 26.3, 0, 2014, 10
299.439, 46.5, -44.5, 12.07, 4.67657, 33.6957, 30.4, 0, 2014, 10
300.809, 46.5, -43.5, 12.41, 4.46259, 34.002, 33, 0, 2014, 10
303.521, 46.5, -42.5, 12.68, 4.24731, 34.3037, 37, 0, 2014, 10
310.958, 46.5, -41.5, 12.63, 4.21102, 34.5913, 43.9, 0, 2014, 10
315.483, 46.5, -40.5, 12.74, 4.13276, 34.8527, 52.7, 0, 2014, 10
312.181, 46.5, -39.5, 12.48, 3.78625, 35.0728, 57.7, 0, 2014, 10
315.413, 47.5, -39.5, 11.57, 3.83865, 34.8635, 57.5, 0, 2014, 10
309.059, 47.5, -38.5, 11.01, 3.59564, 35.0319, 62, 0, 2014, 10
312.83, 47.5, -37.5, 10.36, 3.44734, 35.1464, 64.9, 0, 2014, 10
315.652, 47.5, -36.5, 9.84, 3.52865, 35.1808, 66.2, 0, 2014, 10
317.193, 47.5, -35.5, 9.67, 3.94557, 35.2142, 65.8, 0, 2014, 10
314.828, 47.5, -34.5, 9.69, 4.09038, 35.2475, 64.4, 0, 2014, 10
315.199, 47.5, -33.5, 9.82, 4.13221, 35.2886, 62.5, 0, 2014, 10
314.881, 47.5, -32.5, 9.95, 4.16994, 35.3367, 60.5, 0, 2014, 10
312.58, 47.5, -31.5, 9.97, 4.24067, 35.3784, 58.5, 0, 2014, 10
311.298, 47.5, -30.5, 9.44, 3.92538, 35.4139, 56.7, 0, 2014, 10
312.542, 47.5, -29.5, 8.67, 3.43795, 35.4494, 55.1, 0, 2014, 10
312.467, 48.5, -29.5, 8.5, 3.35093, 35.3459, 56.3, 0, 2014, 10
312.163, 48.5, -28.5, 7.76, 2.85731, 35.3876, 54.9, 0, 2014, 10
314.507, 48.5, -27.5, 7, 2.41997, 35.4242, 53.9, 0, 2014, 10
